tweet_id	begin	end	type	extraction
1245481573492969473	13	21	PROFESION	@policia
1245481573492969473	211	218	PROFESION	agentes
1245017578436730882	149	161	SITUACION_LABORAL	trabajadores
1245017578436730882	96	105	SITUACION_LABORAL	autónomos
1245017578436730882	176	180	SITUACION_LABORAL	ERTE
1243588189140463620	24	35	PROFESION	periodistas
1273028668252663810	4	13	PROFESION	enfermera
1273028668252663810	52	60	PROFESION	diputado
1273028668252663810	36	44	PROFESION	asesores
1251423665071194112	121	157	PROFESION	epidemiólogos del comité de expertos
1288391306327334913	72	77	PROFESION	curas
1254447825280262152	82	92	PROFESION	camioneros
1254447825280262152	45	55	PROFESION	sanitarios
1254447825280262152	34	44	SITUACION_LABORAL	compañeros
1254447825280262152	72	80	PROFESION	policías
1281262712207613954	77	95	PROFESION	consejera de Salud
1268814364917760000	70	80	PROFESION	presidente
1268814364917760000	236	245	PROFESION	ministros
1256543171103920128	3	13	PROFESION	presidente
1256543171103920128	53	77	PROFESION	profesionales sanitarios
1251272791627890690	17	27	PROFESION	entrenador
1251272791627890690	146	155	PROFESION	políticos
1282011289435492358	75	84	PROFESION	reportera
1265532163182809088	14	24	PROFESION	Sanitarios
1247850617101524992	4	12	PROFESION	diputada
1247850617101524992	22	41	PROFESION	doctora en Medicina
1267289745010225152	3	13	PROFESION	presidente
1256681114028163073	52	59	PROFESION	abogado
1255676794038091776	64	70	PROFESION	rabino
1293514743035068417	37	57	PROFESION	consejero de Sanidad
1269965610387222529	200	207	PROFESION	policía
1292940401213673478	108	124	PROFESION	#PoliciaNacional
1292940401213673478	127	140	PROFESION	#GuardiaCivil
1249411581705965570	99	109	PROFESION	empresario
1249411581705965570	204	216	SITUACION_LABORAL	trabajadores
1260823751169630208	78	87	PROFESION	políticos
1283349999456313345	10	24	PROFESION	investigadores
1283349999456313345	27	41	PROFESION	investigadoras
1263094349463719940	110	117	SITUACION_LABORAL	parados
1263094349463719940	185	195	PROFESION	sanitarios
1260656628463923200	125	135	PROFESION	periodista
1260656628463923200	112	120	PROFESION	virólogo
1285464251310780416	88	97	PROFESION	enfermera
1263248645874421760	11	22	PROFESION	presidentes
1247124536077824000	232	244	SITUACION_LABORAL	#Estudiantes
1247124536077824000	4	15	SITUACION_LABORAL	estudiantes
1255810601764470784	75	85	PROFESION	dirigentes
1257998974528770050	154	167	PROFESION	emprendedores
1244204667917254662	244	253	PROFESION	políticos
1247991914562977792	55	82	PROFESION	médicos de centros de salud
1247991914562977792	42	52	PROFESION	residentes
1252296793515270144	13	17	PROFESION	juez
1250191228039237639	0	11	PROFESION	Científicos
1250191228039237639	161	175	PROFESION	investigador@s
1262492521944567808	104	108	PROFESION	juez
1270030302216368131	93	100	PROFESION	Agentes
1274542786038181888	203	213	PROFESION	temporeras
1249617128644378624	252	263	PROFESION	Científicos
1249617128644378624	96	99	PROFESION	MHP
1249617128644378624	189	201	SITUACION_LABORAL	trabajadores
1249617128644378624	266	273	PROFESION	médicos
1267546460339400704	87	97	PROFESION	#artesanos
1271890766789521411	142	173	PROFESION	profesionales de la tauromaquia
1255015332529438721	15	28	PROFESION	Policía Local
1255015332529438721	35	43	PROFESION	Bomberos
1245651921618132994	52	62	PROFESION	Presidente
1244646986223161344	189	207	PROFESION	personal sanitario
1256806861048856576	202	212	PROFESION	sanitarios
1266094657458634753	3	31	PROFESION	Portavoz del Grupo Municipal
1266094657458634753	82	88	PROFESION	ediles
1248526177461055488	89	99	PROFESION	presidente
1269221699058388993	81	99	PROFESION	secretaria general
1262565317907275776	3	31	PROFESION	secretario general de la ONU
1257395989482278916	23	32	PROFESION	políticos
1255220541889351681	129	136	PROFESION	policía
1254117621412356099	20	33	PROFESION	Guardia Civil
1248925420835266562	26	38	PROFESION	presentadora
1285063917677535233	74	95	PROFESION	trabajadores de salud
1243666031228465152	9	24	PROFESION	policia secreta
1261990581368164352	3	9	PROFESION	MEDICO
1261990581368164352	25	33	PROFESION	político
1254475650792132613	37	60	PROFESION	presidentes autonómicos
1254475650792132613	116	126	PROFESION	sanitarios
1252685852796432384	119	132	FIGURATIVA	ViceKomisario
1252685852796432384	90	111	FIGURATIVA	Amado Líder Indecente
1264466944100651008	44	53	SITUACION_LABORAL	desempleo
1291359495566827520	14	33	PROFESION	ministro de Sanidad
1244066709004312576	146	164	PROFESION	personal Sanitario
1244066709004312576	3	20	PROFESION	médico de Familia
1255212610343055362	3	15	PROFESION	investigador
1272828246380490752	82	89	ACTIVIDAD	ARTISTA
1273314421889261571	111	123	PROFESION	Entrenadores
1242637415845527552	73	90	PROFESION	personal de salud
1261331193993232384	193	201	PROFESION	ayudante
1261331193993232384	164	188	PROFESION	compañeras de enfermería
1273271408936845312	14	23	PROFESION	enfermero
1273271408936845312	36	46	SITUACION_LABORAL	sin empleo
1261630147578466305	152	159	PROFESION	Médicos
1255426306822545409	4	18	PROFESION	investigadores
1251744920324444162	22	52	PROFESION	jefe del Servicio de Digestivo
1284256333143969792	128	161	PROFESION	presidente de Nuevas Generaciones
1284256333143969792	16	29	PROFESION	cargos del PP
1260897486400622592	32	58	PROFESION	profesionales del Hospital
1282054521175314432	152	173	PROFESION	periodista científica
1266151146965667840	244	255	PROFESION	periodistas
1244154352916467713	5	25	PROFESION	ministra de Igualdad
1244154352916467713	39	56	PROFESION	vicepresidente 2o
1245785467796295680	117	150	PROFESION	técnicos del Departament de Salut
1245785467796295680	6	15	PROFESION	militares
1249007846467002368	165	174	SITUACION_LABORAL	autónomos
1249007846467002368	195	198	PROFESION	MHP
1257301609643675648	73	79	SITUACION_LABORAL	alumno
1257301609643675648	266	272	SITUACION_LABORAL	alumno
1249824536004091905	128	138	PROFESION	Presidenta
1248212233206861824	14	44	PROFESION	Ministra de Asuntos Exteriores
1256113920735162368	16	24	PROFESION	escritor
1271548942736646146	153	178	PROFESION	juez del Tribunal Supremo
1251075915943219200	39	50	ACTIVIDAD	deportistas
1261629489269915648	64	71	PROFESION	médicos
1279819284458373120	162	170	PROFESION	árbitros
1253244417235918848	89	97	PROFESION	escritor
1253244417235918848	51	56	PROFESION	autor
1268857094742163456	6	19	PROFESION	Guardia Civil
1247799375172001792	108	119	SITUACION_LABORAL	voluntarios
1283342558899449860	200	211	PROFESION	científicos
1269969452352917507	238	247	PROFESION	jugadores
1250391115208982528	0	9	PROFESION	Embajador
1263743368552742913	136	149	PROFESION	expresidentes
1263743368552742913	152	182	PROFESION	exconsejeros de la Generalitat
1242753828900012032	68	80	PROFESION	#Empresarios
1279519081763409921	25	34	PROFESION	políticos
1258541696985387009	107	123	PROFESION	líderes sociales
1271333654887882752	229	242	PROFESION	@guardiacivil
1271333654887882752	33	42	SITUACION_LABORAL	Compañero
1272107543607869440	65	68	FIGURATIVA	REY
1272539406734409730	27	34	PROFESION	Policía
1267382775071424512	21	34	PROFESION	EMPRENDEDORES
1282573658494509059	75	85	PROFESION	consellera
1258077836168114176	50	71	PROFESION	ministro del interior
1258077836168114176	112	120	PROFESION	policías
1262320068265947136	16	23	PROFESION	policía
1258020504482480130	26	48	PROFESION	presidente de la Junta
1261733239636582401	10	18	PROFESION	Abogados
1252899070903009281	15	26	PROFESION	científicos
1255145875623391232	4	28	PROFESION	funcionaria de prisiones
1268220913243303937	19	27	PROFESION	ministra
1259902534858219520	7	14	PROFESION	médicos
1259902534858219520	233	240	PROFESION	médicos
1271909901300793344	4	14	PROFESION	sanitarios
1291070195218427906	53	63	PROFESION	profesores
1280112395638263809	143	157	PROFESION	SSMM Los Reyes
1288768327255498754	103	110	SITUACION_LABORAL	alumnos
1249455093709185025	189	202	PROFESION	investigadora
1260177794400759811	84	112	PROFESION	persona del ámbito sanitario
1268669537488158720	3	16	PROFESION	Policía Local
1269223491628400643	64	75	PROFESION	infectólogo
1252529661927723009	44	54	PROFESION	sanitarios
1249299976183853056	51	85	PROFESION	profesionales del sector sanitario
1280470034066833408	3	16	PROFESION	chófer de bus
1254408973337403393	14	23	PROFESION	emperador
1253981310181408768	151	161	PROFESION	Presidente
1270327923631968257	121	126	SITUACION_LABORAL	#ERTE
1285096202246262785	132	144	PROFESION	rastreadores
1285096202246262785	268	278	PROFESION	sanitarios
1281271876208263169	205	214	SITUACION_LABORAL	empleados
1247445171647713280	3	28	PROFESION	ministro de Universidades
1254520869990383622	47	61	SITUACION_LABORAL	universitarios
1251502949794283522	26	39	PROFESION	microbiólogos
1266308981934428160	97	107	PROFESION	sanitarios
1257698306312097792	126	130	PROFESION	Dra.
1267887911132958722	63	70	SITUACION_LABORAL	parados
1261694723284250627	154	190	PROFESION	catedrático de Bioquímica y Biología
1261694723284250627	90	100	PROFESION	científico
1266312997259153408	31	44	PROFESION	Guardia Civil
1265599208993816576	27	39	SITUACION_LABORAL	trabajadores
1270001672539037697	29	40	PROFESION	periodistas
1256473507157999616	160	164	SITUACION_LABORAL	ERTE
1256473507157999616	174	183	SITUACION_LABORAL	autónomos
1271015659095371779	213	219	PROFESION	autora
1293300892465324034	12	24	PROFESION	rastreadores
1293300892465324034	31	42	ACTIVIDAD	voluntarios
1277577803026911234	106	117	PROFESION	empresarios
1287415869426012160	3	11	PROFESION	viróloga
1245300115922915329	202	212	PROFESION	presidente
1269570297000341505	84	109	PROFESION	cajera en un supermercado
1277161540228132864	0	31	SITUACION_LABORAL	Trabajadores fijos discontinuos
1277161540228132864	59	64	SITUACION_LABORAL	ertes
1249398247816400897	22	29	PROFESION	Médicos
1249398247816400897	96	103	PROFESION	médicos
1275079582194913282	49	63	PROFESION	investigadores
1269923958939430914	22	35	PROFESION	@guardiacivil
1285677544033923075	27	50	PROFESION	trabajador del gobierno
1269767462167498755	29	46	PROFESION	cirujano cardíaco
1284981502703476738	140	156	PROFESION	Policía Nacional
1266317221581725697	1	19	PROFESION	Médicos residentes
1251520196843646977	31	53	PROFESION	portavoces autonómicos
1251520196843646977	156	166	PROFESION	sanitarios
1278061870059061248	159	167	SITUACION_LABORAL	personal
1272099140957331456	84	94	PROFESION	presidente
1270592097897320449	105	123	PROFESION	personal sanitario
1269945817550524417	78	85	PROFESION	Policía
1260028141990379520	139	150	PROFESION	empresarios
1260028141990379520	119	129	PROFESION	proxenetas
1252200685367590913	4	14	PROFESION	dirigentes
1253369453104058368	0	13	PROFESION	@guardiacivil
1253369453104058368	14	22	PROFESION	@policia
1279770317016248326	165	170	PROFESION	Reyes
1260137792694366209	185	195	PROFESION	enfermeras
1260137792694366209	198	208	PROFESION	enfermeros
1260137792694366209	135	152	PROFESION	líderes políticos
1273578990331203584	72	97	PROFESION	jefa del Servicio Federal
1273578990331203584	188	198	PROFESION	sanitarios
1273578990331203584	215	226	PROFESION	autoridades
1268960167187697665	51	58	PROFESION	matrona
1246362084415287297	3	14	PROFESION	exdirigente
1264194520339578883	89	100	PROFESION	científicos
1258959111129124870	0	9	PROFESION	Militares
1282969291558514689	25	30	PROFESION	jueza
1273158530678370305	58	69	PROFESION	Relator ONU
1268484514067746823	57	66	PROFESION	santarios
1268484514067746823	145	155	PROFESION	colegiados
1273943933421314049	44	47	PROFESION	Rey
1292411486741069824	248	255	PROFESION	policía
1260871695608492037	84	94	PROFESION	periodista
1260871695608492037	212	219	PROFESION	policía
1282567255646187520	114	119	SITUACION_LABORAL	ERTES
1244710069033410562	3	8	PROFESION	reina
1244710069033410562	84	93	PROFESION	enfermero
1253953279341592576	48	58	PROFESION	sanitarios
1245242960289173504	16	26	PROFESION	sanitarios
1245242960289173504	133	143	PROFESION	SANITARIOS
1272113182937669633	40	58	FIGURATIVA	pseudo periodistas
1266323050657656833	82	91	PROFESION	Enfermero
1257227071958454272	41	46	PROFESION	actor
1251425884009005056	91	103	SITUACION_LABORAL	trabajadores
1254890638740504576	214	225	PROFESION	científicos
1254890638740504576	187	211	PROFESION	profesionales sanitarios
1253652661355888641	97	105	PROFESION	asesores
1257043818203021318	70	80	PROFESION	sanitarios
1259762165315244037	85	95	PROFESION	sanitarios
1270169089286320134	156	172	PROFESION	director general
1254683185125957633	11	20	PROFESION	sanitario
1254329551141863426	41	51	PROFESION	sanitarios
1260303443157286915	101	109	PROFESION	bomberos
1260303443157286915	83	99	PROFESION	guardias civiles
1260303443157286915	112	123	ACTIVIDAD	voluntarios
1260303443157286915	151	176	PROFESION	técnicos socio-sanitarios
1260303443157286915	73	81	PROFESION	policías
1269288028247293954	126	135	PROFESION	políticos
1245476674990374913	107	115	PROFESION	concejal
1270105871985586177	13	21	PROFESION	director
1270105871985586177	107	113	PROFESION	ladrón
1291442501379915779	199	211	PROFESION	rastreadores
1248872601990160386	37	46	PROFESION	arzobispo
1248872601990160386	3	10	PROFESION	policía
1252498585758957575	95	126	PROFESION	Expresidentes de la Generalitat
1286291372627066881	9	14	FIGURATIVA	reina
1261398600891809793	91	97	PROFESION	médico
1247350647294439424	0	8	PROFESION	LADRONES
1285180498994696198	93	105	PROFESION	microbiologa
1268539735250698247	107	111	SITUACION_LABORAL	ERTE
1268539735250698247	60	72	SITUACION_LABORAL	trabajadores
1288425303832965120	80	105	PROFESION	Trabajadora de hostelería
1264250903407837185	64	82	PROFESION	personal sanitario
1255148081198161922	11	23	PROFESION	agricultores
1273521299055394818	14	25	PROFESION	cientific@s
1273521299055394818	173	187	PROFESION	investigadores
1288064141555634177	21	35	PROFESION	vicepresidente
1256840701217832961	22	30	PROFESION	@policia
1292759101177565186	200	203	PROFESION	Rey
1271041580254875650	94	109	PROFESION	primer ministro
1249245433043566592	110	118	PROFESION	Bomberos
1282222381713567745	98	108	PROFESION	sanitarios
1282222381713567745	156	180	PROFESION	profesionales sanitarios
1246358104008253440	43	52	PROFESION	políticos
1258406480522379270	91	100	SITUACION_LABORAL	empleados
1269561578896207872	60	70	PROFESION	sanitarios
1247504935257866245	2	10	PROFESION	Portavoz
1247504935257866245	184	193	PROFESION	canciller
1247504935257866245	31	46	PROFESION	Primer Ministro
1247504935257866245	135	148	PROFESION	Secr. de Ext.
1270426660085600257	8	21	PROFESION	restauradores
1274413284935053313	112	116	PROFESION	jefe
1274413284935053313	149	153	SITUACION_LABORAL	ERTE
1269223797103755267	7	18	PROFESION	#sanitarios
1292190187880161281	31	39	PROFESION	cantante
1281957795781279744	13	23	PROFESION	autobusero
1274388292851638277	31	39	PROFESION	alcaldes
1270327166983684096	98	109	PROFESION	futbolistas
1245740697917042688	38	49	SITUACION_LABORAL	estudiantes
1254727199250354178	133	141	PROFESION	técnicos
1254727199250354178	121	130	PROFESION	operarios
1252602511632056321	63	67	PROFESION	juez
1255095883420569601	166	174	PROFESION	policías
1278612437735034880	110	118	PROFESION	director
1278612437735034880	93	96	PROFESION	Dr.
1254857297991331840	214	224	PROFESION	presidente
1260266403409670144	101	109	PROFESION	gestores
1245028777404575745	188	196	PROFESION	abogados
1245028777404575745	18	23	PROFESION	líder
1256911740308160513	22	28	PROFESION	doctor
1261734313139343361	58	65	SITUACION_LABORAL	parados
1261734313139343361	78	83	SITUACION_LABORAL	ERTES
1261734313139343361	85	94	SITUACION_LABORAL	Autónomos
1263764633967644672	41	53	SITUACION_LABORAL	dependientes
1263764633967644672	121	134	SITUACION_LABORAL	#Dependientes
1289801863366287363	12	18	PROFESION	médico
1264576415455993857	214	221	PROFESION	médicos
1254797772554895363	144	152	PROFESION	@policia
1268082738151776260	47	52	SITUACION_LABORAL	ERTEs
1268082738151776260	17	39	SITUACION_LABORAL	trabajadores ficticios
1282572446500114432	20	35	PROFESION	primer ministro
1282572446500114432	84	93	PROFESION	ministros
1282572446500114432	10	19	SITUACION_LABORAL	despedido
1293116234385575936	65	86	PROFESION	miembros del gobierno
1281924340536287240	10	18	ACTIVIDAD	profetas
1262325047018086400	13	22	PROFESION	consejera
1252944003403833345	118	128	PROFESION	sanitarios
1252944003403833345	96	104	PROFESION	Enfermos
1242570323700199427	46	53	PROFESION	doctora
1249267059147575296	4	24	PROFESION	#AgentesForestalesCM
1249267059147575296	95	111	PROFESION	Protección Civil
1275778088320696323	0	10	PROFESION	Gobernador
1260232417211801609	25	42	PROFESION	ministra portavoz
1260232417211801609	85	106	PROFESION	miembros del gobierno
1244023675290030080	16	22	PROFESION	médico
1256603282866397184	18	29	PROFESION	Sepulturero
1255108512109268992	152	174	PROFESION	directora del hospital
1255108512109268992	120	129	SITUACION_LABORAL	compañera
1245362354432417793	188	198	PROFESION	Presidente
1271124341330268160	169	180	PROFESION	científicos
1266646036656906241	45	61	PROFESION	Policía Nacional
1266646036656906241	212	222	SITUACION_LABORAL	compañeros
1261593095424151552	3	13	PROFESION	presidenta
1261593095424151552	198	205	PROFESION	Médicos
1282414543612895232	0	10	PROFESION	Ingenieros
1290997188772999168	122	129	PROFESION	senador
1271882461266546689	3	26	PROFESION	presidente del Gobierno
1291102924010074112	29	40	ACTIVIDAD	Voluntarios
1291102924010074112	162	188	PROFESION	rastreadores profesionales
1246382329918115842	178	181	PROFESION	Rey
1246382329918115842	120	132	PROFESION	copresidente
1256547682895659008	69	82	SITUACION_LABORAL	profesionales
1256547682895659008	48	66	PROFESION	Personal sanitario
1271893552059101193	4	14	PROFESION	sanitarios
1277603369595686912	57	67	PROFESION	dobladores
1257250334617067521	21	38	PROFESION	Médico de familia
1258636324657078273	131	142	SITUACION_LABORAL	teletrabajo
1249584052874743808	109	121	SITUACION_LABORAL	trabajadores
1273481373085548550	137	149	PROFESION	epidemiólogo
1291443822631759878	144	153	PROFESION	jugadores
1270348046157729792	235	239	PROFESION	G.C.
1265387509237911552	179	188	ACTIVIDAD	ciclistas
1249762095866023942	3	6	PROFESION	Rey
1249762095866023942	32	62	PROFESION	ministro de Agricultura, Pesca
1248575343054774272	57	75	PROFESION	secretario general
1289804106144473088	158	162	SITUACION_LABORAL	ERTE
1245275789144326146	144	152	PROFESION	ministro
1287472736072163328	29	35	PROFESION	Doctor
1287472736072163328	59	89	PROFESION	Secretario de Salud del Estado
1249992468071931904	0	10	PROFESION	Dirigentes
1259121660868857856	140	148	PROFESION	policías
1259121660868857856	102	111	PROFESION	políticxs
1259121660868857856	113	124	ACTIVIDAD	voluntarixs
1259121660868857856	126	138	SITUACION_LABORAL	trabajadorxs
1280371840855289856	63	67	SITUACION_LABORAL	ERTE
1280371840855289856	264	269	SITUACION_LABORAL	#ERTE
1255546523523469312	85	91	PROFESION	agente
1255546523523469312	54	60	PROFESION	madero
1256519782180032512	126	135	PROFESION	políticos
1256519782180032512	99	108	PROFESION	políticos
1260982560068337672	65	74	SITUACION_LABORAL	empleados
1260982560068337672	142	156	SITUACION_LABORAL	teletrabajando
1281162641185087491	62	69	PROFESION	cajeras
1246370632822112256	86	99	PROFESION	@guardiacivil
1255748836389261312	11	25	PROFESION	investigadores
1270700171924561920	47	58	PROFESION	Periodistas
1270700171924561920	107	118	PROFESION	Socorristas
1270700171924561920	0	10	PROFESION	Enfermeras
1270700171924561920	14	22	PROFESION	Doctoras
1270700171924561920	26	46	PROFESION	Personal de limpieza
1270700171924561920	59	70	PROFESION	Conductoras
1270700171924561920	74	106	PROFESION	Trabajadoras/es de supermercados
1270700171924561920	144	153	SITUACION_LABORAL	empleadas
1270700171924561920	160	169	SITUACION_LABORAL	empleados
1275401361073586177	7	17	PROFESION	sanitarias
1246935525241610246	110	122	SITUACION_LABORAL	trabajadores
1274458337652944898	88	91	PROFESION	Dr.
1277364132430348288	28	39	PROFESION	científicos
1262285203042643970	16	30	PROFESION	vicepresidente
1245657701423525888	11	17	PROFESION	doctor
1245657701423525888	173	178	ACTIVIDAD	actor
1245657701423525888	181	189	ACTIVIDAD	cantante
1245657701423525888	161	171	ACTIVIDAD	futbolista
1254705418821144576	111	115	SITUACION_LABORAL	ERTE
1288220294772076544	97	116	PROFESION	Ministro de Sanidad
1264853803553128450	261	271	FIGURATIVA	consejeros
1275324982239940610	35	41	PROFESION	ladrón
1252251448508907521	29	41	PROFESION	monologuista
1252251448508907521	44	50	PROFESION	actriz
1281633795108671488	22	33	SITUACION_LABORAL	Rey emérito
1253781120069644289	12	19	PROFESION	militar
1253781120069644289	183	198	PROFESION	agentes armados
1282934771656601600	12	22	PROFESION	presidente
1258112560995414020	40	51	SITUACION_LABORAL	estudiantes
1256949610951688193	142	153	PROFESION	funcionario
1256949610951688193	94	98	SITUACION_LABORAL	ERTE
1256949610951688193	13	17	SITUACION_LABORAL	ERTE
1260557668328050689	51	61	PROFESION	empresario
1260557668328050689	95	107	SITUACION_LABORAL	trabajadores
1260557668328050689	263	282	PROFESION	SANITARIOS PÚBLICOS
1260557668328050689	79	82	SITUACION_LABORAL	ERE
1285183845885775872	12	22	PROFESION	ginecóloga
1253052037341773830	107	115	SITUACION_LABORAL	alumnado
1252335988812242945	3	10	PROFESION	policía
1252335988812242945	131	144	PROFESION	guardia civil
1259495678239260673	39	50	PROFESION	científicos
1271046905393491968	3	15	SITUACION_LABORAL	#teletrabajo
1280399277144096768	199	207	PROFESION	Dictador
1251126800928866308	101	113	SITUACION_LABORAL	trabajadores
1251126800928866308	116	125	SITUACION_LABORAL	autónomos
1256005938567413760	0	4	PROFESION	Papa
1256005938567413760	44	56	SITUACION_LABORAL	desempleados
1255874153254715393	128	139	PROFESION	anunciantes
1276314065720291335	4	9	PROFESION	reyes
1260944202646671361	104	114	PROFESION	sanitarios
1251469228257017856	85	116	PROFESION	empleado del famoso laboratorio
1267374787866787846	58	68	PROFESION	presidente
1247859706372198405	255	266	PROFESION	periodistas
1244576816133791745	265	274	ACTIVIDAD	JUGADORES
1244576816133791745	164	173	ACTIVIDAD	jugadores
1273612494930657283	26	47	PROFESION	guardias de seguridad
1254139824707117057	40	49	SITUACION_LABORAL	autónomos
1254139824707117057	50	59	SITUACION_LABORAL	precarios
1261994822509920257	3	36	PROFESION	presidenta de la Comisión Europea
1254722984171970562	32	44	SITUACION_LABORAL	trabajadores
1257230398922330112	3	13	PROFESION	sacerdotes
1246900577805762568	171	182	PROFESION	científicos
1262362359676444674	122	126	PROFESION	Papa
1253233243257819136	171	177	PROFESION	mossos
1263685550176972800	61	79	PROFESION	personal sanitario
1253462323194466305	123	137	PROFESION	investigadores
1253462323194466305	138	149	PROFESION	científicos
1253462323194466305	152	162	PROFESION	académicos
1255972614654345218	158	170	SITUACION_LABORAL	#teletrabajo
1270641288732463109	35	58	PROFESION	trazadores de contagios
1291229570369167360	27	37	PROFESION	presidente
1251797214122389504	52	62	PROFESION	presidente
1261064537358446593	54	62	PROFESION	docentes
1273980204210368512	157	165	PROFESION	portavoz
1280097430093156354	0	3	PROFESION	Dr.
1256875762671591424	15	29	PROFESION	vicepresidenta
1251792319025725442	120	144	PROFESION	profesionales sanitarios
1275713387457138689	57	62	SITUACION_LABORAL	Ertes
1275162495926272000	23	35	PROFESION	primera dama
1262138724344791040	35	57	PROFESION	enfermera del hospital
1263488311773081601	49	57	PROFESION	bomberos
1261688548941606912	202	213	PROFESION	periodistas
1265649746724687873	0	5	PROFESION	Mons.
1292055298195193856	82	116	PROFESION	trabajadores de Centros de Mayores
1261396025333317632	47	52	PROFESION	Reyes
1261396025333317632	61	66	PROFESION	Papas
1262007622787641344	121	131	SITUACION_LABORAL	estudiante
1255081501227655174	173	180	PROFESION	policía
1255081501227655174	220	228	PROFESION	@policia
1270223083161432070	97	105	PROFESION	Ministro
1268470004074393601	92	99	SITUACION_LABORAL	alumnos
1291416127814467589	231	237	PROFESION	médico
1291416127814467589	3	9	PROFESION	médico
1263444083021922306	4	12	PROFESION	bomberos
1245677007066877953	116	124	PROFESION	artistas
1245677007066877953	130	137	PROFESION	músicos
1285145629937803264	94	100	PROFESION	torero
1258625175790268416	107	137	PROFESION	Jefa del Servicio de Digestivo
1258625175790268416	64	70	PROFESION	médica
1272458711387254785	3	11	PROFESION	cardenal
1267004247264104448	4	11	PROFESION	raperos
1271911783096299520	10	29	PROFESION	ministro de Sanidad
1257497286537613318	40	48	PROFESION	viróloga
1257497286537613318	51	61	PROFESION	inmunóloga
1257497286537613318	63	76	PROFESION	investigadora
1258679529998032896	4	13	PROFESION	enfermera
1289114501850238978	40	63	PROFESION	Presidente del Gobierno
1289114501850238978	177	183	PROFESION	médico
1243176115440582658	28	41	PROFESION	investigadora
1244653026356404228	30	38	PROFESION	policías
1244653026356404228	58	79	PROFESION	ministro del Interior
1244653026356404228	102	109	PROFESION	agentes
1244001571257581568	13	20	PROFESION	Policía
1244001571257581568	29	37	PROFESION	Bomberos
1244001571257581568	46	53	PROFESION	Médicos
1244001571257581568	63	73	PROFESION	Enfermeros
1244001571257581568	82	92	PROFESION	Auxiliares
1244001571257581568	106	122	ACTIVIDAD	Protección Civil
1244001571257581568	138	146	PROFESION	taxistas
1244001571257581568	161	170	PROFESION	militares
1244001571257581568	171	196	PROFESION	Personal de supermercados
1244001571257581568	198	211	PROFESION	farmacéuticos
1244001571257581568	213	228	PROFESION	administrativos
1283007689979842560	150	156	PROFESION	medico
1248172001593888768	123	136	PROFESION	farmacéuticos
1252750206917136391	50	57	PROFESION	alcalde
1293187000611168256	124	134	PROFESION	mandatario
1264647768569720833	44	52	PROFESION	Bomberos
1254163015194365952	157	166	PROFESION	militares
1251828302068711426	3	22	PROFESION	ministra de Trabajo
1284463426610384896	132	135	PROFESION	rey
1255591901887180801	274	280	PROFESION	médico
1289242433302061057	64	88	PROFESION	funcionarios de la salud
1289242433302061057	187	199	SITUACION_LABORAL	trabajadores
1264783522507689984	5	13	PROFESION	diputada
1268830552091746304	137	150	PROFESION	Guardia Civil
1266031017732816903	0	15	PROFESION	Wedding planner
1268914341530808326	60	86	PROFESION	farmacéuticos comunitarios
1251553553929383937	92	100	PROFESION	@policia
1251658467355566082	68	81	SITUACION_LABORAL	profesionales
1251658467355566082	35	59	PROFESION	profesionales sanitarios
1252159761786851328	123	133	PROFESION	presidente
1258632713776529412	22	31	PROFESION	Reportera
1252975364772634625	133	141	PROFESION	portavoz
1260167191619657728	81	85	PROFESION	Pte.
1248505541346779143	23	34	PROFESION	científicos
1248505541346779143	11	18	PROFESION	médicos
1265021162184159233	148	158	PROFESION	sanitarios
1268172323112341504	91	102	PROFESION	gobernantes
1268172323112341504	130	138	PROFESION	gestores
1285138975615864832	109	121	PROFESION	rastreadores
1253380790127296513	15	46	PROFESION	virólogo experto en coronavirus
1286609268259643393	66	75	PROFESION	políticos
1286609268259643393	54	63	PROFESION	políticas
1273558518835052544	3	6	PROFESION	Rey
1254136381934391305	180	184	PROFESION	juez
1277906865754705925	110	131	PROFESION	ministro del Interior
1285539630461452288	159	173	PROFESION	investigadores
1285539630461452288	202	226	PROFESION	profesionales del sector
1255601737764876288	107	115	PROFESION	#Actores
1255601737764876288	116	125	PROFESION	#actrices
1255601737764876288	126	137	PROFESION	#Directores
1272606191651348484	196	206	PROFESION	sanitarios
1264141597303865349	0	3	PROFESION	Min
1257663946074529795	231	239	PROFESION	@policia
1254875878946938888	133	145	SITUACION_LABORAL	trabajadores
1249728139011506176	4	13	SITUACION_LABORAL	autónomos
1288026444560572418	13	21	PROFESION	Policías
1288026444560572418	67	74	PROFESION	agentes
1254105520576892928	109	122	SITUACION_LABORAL	profesionales
1254105520576892928	74	84	PROFESION	sanitarios
1246903735965679621	52	62	PROFESION	futbolista
1246903735965679621	114	141	PROFESION	trabajadoras de la limpieza
1269853281704173569	56	68	SITUACION_LABORAL	trabajadores
1277168446623662085	48	59	PROFESION	periodistas
1277168446623662085	244	255	PROFESION	mercenarios
1268179087094398979	28	38	PROFESION	sanitarios
1253872564688093184	3	13	PROFESION	periodista
1286550286098726912	207	217	PROFESION	sanitarios
1258246367853633537	300	307	PROFESION	galenos
1247261732906635265	53	63	PROFESION	enfermeras
1247261732906635265	90	100	PROFESION	enfermeras
1247261732906635265	103	111	PROFESION	matronas
1275065754501578753	115	128	PROFESION	subsecretario
1260676517660626946	27	40	PROFESION	Guardia Civil
